Metro,Type,Month,Dimension,Measure,Value,YoY
National,Job Title,2018-10,Barista,Median Base Pay,"$24,961 ",4.50%
National,Job Title,2018-10,Bartender,Median Base Pay,"$34,516 ",7.00%
National,Job Title,2018-10,Civil Engineer,Median Base Pay,"$68,482 ",3.70%
National,Job Title,2018-10,Claims Adjuster,Median Base Pay,"$53,420 ",1.40%
National,Job Title,2018-10,Certified Nursing Assistant,Median Base Pay,"$29,296 ",3.90%
National,Job Title,2018-10,Customer Service Representative,Median Base Pay,"$37,430 ",3.40%
National,Job Title,2018-10,Delivery Driver,Median Base Pay,"$39,247 ",2.30%
National,Job Title,2018-10,Financial Advisor,Median Base Pay,"$54,455 ",5.40%
National,Job Title,2018-10,Licensed Practical Nurse,Median Base Pay,"$43,421 ",2.50%
National,Job Title,2018-10,Loan Officer,Median Base Pay,"$46,278 ",1.80%
National,Job Title,2018-10,Maintenance Technician,Median Base Pay,"$44,969 ",2.60%
National,Job Title,2018-10,Material Handler,Median Base Pay,"$37,347 ",4.40%
National,Job Title,2018-10,IT Manager,Median Base Pay,"$82,404 ",2.80%
National,Job Title,2018-10,Office Manager,Median Base Pay,"$46,958 ",3.00%
National,Job Title,2018-10,Pharmacist,Median Base Pay,"$124,886 ",0.60%
National,Job Title,2018-10,Process Engineer,Median Base Pay,"$79,277 ",2.20%
National,Job Title,2018-10,Program Manager,Median Base Pay,"$73,996 ",0.40%
National,Job Title,2018-10,Research Assistant,Median Base Pay,"$30,268 ",1.10%
National,Job Title,2018-10,Restaurant Manager,Median Base Pay,"$50,034 ",0.60%
National,Job Title,2018-10,Security Officer,Median Base Pay,"$35,347 ",3.40%
National,Job Title,2018-10,Server,Median Base Pay,"$33,279 ",1.70%
National,Job Title,2018-10,Solutions Architect,Median Base Pay,"$104,399 ",3.40%
National,Job Title,2018-10,Systems Engineer,Median Base Pay,"$79,191 ",1.20%
National,Job Title,2018-10,Technical Support,Median Base Pay,"$46,266 ",3.00%
National,Job Title,2018-10,UX Designer,Median Base Pay,"$76,505 ",2.20%
Atlanta,Job Title,2018-10,Software Engineer,Median Base Pay,"$86,019 ",3.30%
Atlanta,Job Title,2018-10,Programmer Analyst,Median Base Pay,"$74,781 ",5.00%
Atlanta,Job Title,2018-10,Consultant,Median Base Pay,"$83,262 ",0.40%
Atlanta,Job Title,2018-10,Project Manager,Median Base Pay,"$75,673 ",-3.90%
Atlanta,Job Title,2018-10,Store Manager,Median Base Pay,"$52,233 ",2.60%
Atlanta,Job Title,2018-10,Business Analyst,Median Base Pay,"$73,065 ",1.70%
Atlanta,Job Title,2018-10,Cashier,Median Base Pay,"$26,927 ",5.60%
Atlanta,Job Title,2018-10,Financial Analyst,Median Base Pay,"$65,940 ",2.50%
Atlanta,Job Title,2018-10,Administrative Assistant,Median Base Pay,"$43,218 ",3.50%
Atlanta,Job Title,2018-10,Accountant,Median Base Pay,"$58,288 ",2.20%
Atlanta,Job Title,2018-10,Sales Representative,Median Base Pay,"$51,966 ",3.40%
Atlanta,Job Title,2018-10,Professor,Median Base Pay,"$90,395 ",1.90%
Atlanta,Job Title,2018-10,Registered Nurse,Median Base Pay,"$65,817 ",2.20%
Atlanta,Job Title,2018-10,Marketing Manager,Median Base Pay,"$76,613 ",2.00%
Atlanta,Job Title,2018-10,Operations Manager,Median Base Pay,"$72,625 ",0.80%
Atlanta,Job Title,2018-10,Product Manager,Median Base Pay,"$101,114 ",3.40%
Atlanta,Job Title,2018-10,Sales Manager,Median Base Pay,"$67,551 ",2.70%
Atlanta,Job Title,2018-10,Teacher,Median Base Pay,"$49,221 ",2.50%
Atlanta,Job Title,2018-10,Bank Teller,Median Base Pay,"$32,435 ",8.40%
Atlanta,Job Title,2018-10,Customer Service Manager,Median Base Pay,"$56,589 ",3.10%
Atlanta,Job Title,2018-10,Physical Therapist,Median Base Pay,"$77,152 ",-0.10%
Atlanta,Job Title,2018-10,Mechanical Engineer,Median Base Pay,"$75,091 ",2.70%
Atlanta,Job Title,2018-10,Recruiter,Median Base Pay,"$53,832 ",2.00%
Atlanta,Job Title,2018-10,Design Engineer,Median Base Pay,"$72,132 ",2.50%
Atlanta,Job Title,2018-10,Pharmacy Technician,Median Base Pay,"$30,623 ",5.70%
Atlanta,Job Title,2018-10,Graphic Designer,Median Base Pay,"$51,987 ",2.80%
Atlanta,Job Title,2018-10,Web Developer,Median Base Pay,"$76,038 ",2.10%
Atlanta,Job Title,2018-10,Business Development Manager,Median Base Pay,"$76,632 ",2.90%
Atlanta,Job Title,2018-10,Data Scientist,Median Base Pay,"$98,614 ",0.60%
Atlanta,Job Title,2018-10,Buyer,Median Base Pay,"$60,722 ",3.50%
Atlanta,Job Title,2018-10,Data Analyst,Median Base Pay,"$65,466 ",1.90%
Atlanta,Job Title,2018-10,Electrical Engineer,Median Base Pay,"$77,410 ",1.60%
Atlanta,Job Title,2018-10,Attorney,Median Base Pay,"$106,255 ",5.00%
Atlanta,Job Title,2018-10,Human Resources Manager,Median Base Pay,"$78,024 ",3.40%
Atlanta,Job Title,2018-10,Technician,Median Base Pay,"$45,805 ",3.10%
Atlanta,Job Title,2018-10,Restaurant Cook,Median Base Pay,"$27,973 ",5.40%
Atlanta,Job Title,2018-10,Production Manager,Median Base Pay,"$68,430 ",2.50%
Atlanta,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,"$74,130 ",2.00%
Atlanta,Job Title,2018-10,Retail Key Holder,Median Base Pay,"$29,877 ",2.30%
Atlanta,Job Title,2018-10,Paralegal,Median Base Pay,"$55,258 ",2.20%
Atlanta,Job Title,2018-10,Java Developer,Median Base Pay,"$81,030 ",3.50%
Atlanta,Job Title,2018-10,Warehouse Associate,Median Base Pay,"$38,585 ",-1.20%
Atlanta,Job Title,2018-10,Property Manager,Median Base Pay,"$56,055 ",4.90%
Atlanta,Job Title,2018-10,Producer,Median Base Pay,"$61,179 ",-1.00%
Atlanta,Job Title,2018-10,Quality Engineer,Median Base Pay,"$71,654 ",2.20%
Atlanta,Job Title,2018-10,Operations Analyst,Median Base Pay,"$59,653 ",5.60%
Atlanta,Job Title,2018-10,Medical Assistant,Median Base Pay,"$34,190 ",2.60%
Atlanta,Job Title,2018-10,Tax Manager,Median Base Pay,"$97,396 ",1.00%
Atlanta,Job Title,2018-10,Technical Editor,Median Base Pay,"$54,888 ",2.60%
Atlanta,Job Title,2018-10,Truck Driver,Median Base Pay,"$54,054 ",4.30%
Atlanta,Job Title,2018-10,Insurance Agent,Median Base Pay,"$35,446 ",-4.70%
Atlanta,Job Title,2018-10,Medical Technologist,Median Base Pay,"$57,525 ",1.60%
Atlanta,Job Title,2018-10,Field Engineer,Median Base Pay,"$67,817 ",1.10%
Atlanta,Job Title,2018-10,Machine Operator,Median Base Pay,"$37,374 ",1.60%
Atlanta,Job Title,2018-10,Communications Manager,Median Base Pay,"$75,336 ",2.00%
Atlanta,Job Title,2018-10,Construction Laborer,Median Base Pay,"$37,450 ",2.50%
Atlanta,Job Title,2018-10,Emergency Medical Technician,Median Base Pay,"$38,023 ",4.90%
Atlanta,Job Title,2018-10,Web Designer,Median Base Pay,"$63,088 ",2.40%
Atlanta,Job Title,2018-10,Maintenance Worker,Median Base Pay,"$39,552 ",6.10%
Atlanta,Job Title,2018-10,Barista,Median Base Pay,"$23,054 ",4.70%
Atlanta,Job Title,2018-10,Bartender,Median Base Pay,"$35,427 ",7.20%
Atlanta,Job Title,2018-10,Civil Engineer,Median Base Pay,"$68,915 ",3.90%
Atlanta,Job Title,2018-10,Claims Adjuster,Median Base Pay,"$49,794 ",1.60%
Atlanta,Job Title,2018-10,Certified Nursing Assistant,Median Base Pay,"$27,089 ",4.10%
Atlanta,Job Title,2018-10,Customer Service Representative,Median Base Pay,"$38,340 ",3.60%
Atlanta,Job Title,2018-10,Delivery Driver,Median Base Pay,"$38,144 ",2.50%
Atlanta,Job Title,2018-10,Financial Advisor,Median Base Pay,"$52,850 ",5.60%
Atlanta,Job Title,2018-10,Licensed Practical Nurse,Median Base Pay,"$44,224 ",2.70%
Atlanta,Job Title,2018-10,Loan Officer,Median Base Pay,"$44,221 ",2.00%
Atlanta,Job Title,2018-10,Maintenance Technician,Median Base Pay,"$47,891 ",2.80%
Atlanta,Job Title,2018-10,Material Handler,Median Base Pay,"$35,563 ",4.60%
Atlanta,Job Title,2018-10,IT Manager,Median Base Pay,"$98,228 ",3.00%
Atlanta,Job Title,2018-10,Office Manager,Median Base Pay,"$48,581 ",3.20%
Atlanta,Job Title,2018-10,Pharmacist,Median Base Pay,"$116,099 ",0.80%
Atlanta,Job Title,2018-10,Process Engineer,Median Base Pay,"$78,862 ",2.40%
Atlanta,Job Title,2018-10,Program Manager,Median Base Pay,"$80,750 ",0.60%
Atlanta,Job Title,2018-10,Research Assistant,Median Base Pay,"$30,465 ",1.30%
Atlanta,Job Title,2018-10,Restaurant Manager,Median Base Pay,"$52,021 ",0.80%
Atlanta,Job Title,2018-10,Security Officer,Median Base Pay,"$33,078 ",3.60%
Atlanta,Job Title,2018-10,Server,Median Base Pay,"$32,922 ",1.90%
Atlanta,Job Title,2018-10,Solutions Architect,Median Base Pay,"$116,223 ",3.60%
Atlanta,Job Title,2018-10,Systems Engineer,Median Base Pay,"$79,724 ",1.40%
Atlanta,Job Title,2018-10,Technical Support,Median Base Pay,"$45,628 ",3.20%
Atlanta,Job Title,2018-10,UX Designer,Median Base Pay,"$84,417 ",2.40%
New York City,Job Title,2018-10,Software Engineer,Median Base Pay,"$105,887 ",4.10%
New York City,Job Title,2018-10,Programmer Analyst,Median Base Pay,"$83,957 ",5.90%
New York City,Job Title,2018-10,Consultant,Median Base Pay,"$89,272 ",1.20%
New York City,Job Title,2018-10,Project Manager,Median Base Pay,"$83,728 ",-3.10%
New York City,Job Title,2018-10,Store Manager,Median Base Pay,"$60,855 ",3.50%
New York City,Job Title,2018-10,Business Analyst,Median Base Pay,"$81,571 ",2.50%
New York City,Job Title,2018-10,Cashier,Median Base Pay,"$30,099 ",6.40%
New York City,Job Title,2018-10,Financial Analyst,Median Base Pay,"$77,719 ",3.40%
New York City,Job Title,2018-10,Administrative Assistant,Median Base Pay,"$51,678 ",4.40%
New York City,Job Title,2018-10,Accountant,Median Base Pay,"$64,687 ",3.00%
New York City,Job Title,2018-10,Sales Representative,Median Base Pay,"$57,692 ",4.20%
New York City,Job Title,2018-10,Professor,Median Base Pay,"$114,265 ",2.80%
New York City,Job Title,2018-10,Registered Nurse,Median Base Pay,"$87,470 ",3.10%
New York City,Job Title,2018-10,Marketing Manager,Median Base Pay,"$85,448 ",2.80%
New York City,Job Title,2018-10,Operations Manager,Median Base Pay,"$80,173 ",1.60%
New York City,Job Title,2018-10,Product Manager,Median Base Pay,"$111,771 ",4.20%
New York City,Job Title,2018-10,Sales Manager,Median Base Pay,"$77,843 ",3.60%
New York City,Job Title,2018-10,Teacher,Median Base Pay,"$65,918 ",3.30%
New York City,Job Title,2018-10,Bank Teller,Median Base Pay,"$35,187 ",9.30%
New York City,Job Title,2018-10,Customer Service Manager,Median Base Pay,"$63,083 ",4.00%
New York City,Job Title,2018-10,Physical Therapist,Median Base Pay,"$78,167 ",0.80%
New York City,Job Title,2018-10,Mechanical Engineer,Median Base Pay,"$77,888 ",3.50%
New York City,Job Title,2018-10,Recruiter,Median Base Pay,"$63,399 ",2.90%
New York City,Job Title,2018-10,Design Engineer,Median Base Pay,"$80,569 ",3.40%
New York City,Job Title,2018-10,Pharmacy Technician,Median Base Pay,"$32,326 ",6.60%
New York City,Job Title,2018-10,Graphic Designer,Median Base Pay,"$59,505 ",3.60%
New York City,Job Title,2018-10,Web Developer,Median Base Pay,"$84,536 ",2.90%
New York City,Job Title,2018-10,Business Development Manager,Median Base Pay,"$85,787 ",3.70%
New York City,Job Title,2018-10,Data Scientist,Median Base Pay,"$113,514 ",1.40%
New York City,Job Title,2018-10,Buyer,Median Base Pay,"$73,323 ",4.30%
New York City,Job Title,2018-10,Data Analyst,Median Base Pay,"$72,156 ",2.80%
New York City,Job Title,2018-10,Electrical Engineer,Median Base Pay,"$80,946 ",2.50%
New York City,Job Title,2018-10,Attorney,Median Base Pay,"$129,488 ",5.80%
New York City,Job Title,2018-10,Human Resources Manager,Median Base Pay,"$90,490 ",4.20%
New York City,Job Title,2018-10,Technician,Median Base Pay,"$53,411 ",4.00%
New York City,Job Title,2018-10,Restaurant Cook,Median Base Pay,"$33,458 ",6.30%
New York City,Job Title,2018-10,Production Manager,Median Base Pay,"$78,566 ",3.40%
New York City,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,"$75,371 ",2.80%
New York City,Job Title,2018-10,Retail Key Holder,Median Base Pay,"$35,259 ",3.20%
New York City,Job Title,2018-10,Paralegal,Median Base Pay,"$58,603 ",3.10%
New York City,Job Title,2018-10,Java Developer,Median Base Pay,"$89,131 ",4.30%
New York City,Job Title,2018-10,Warehouse Associate,Median Base Pay,"$40,167 ",-0.40%
New York City,Job Title,2018-10,Property Manager,Median Base Pay,"$68,612 ",5.80%
New York City,Job Title,2018-10,Producer,Median Base Pay,"$76,351 ",-0.20%
New York City,Job Title,2018-10,Quality Engineer,Median Base Pay,"$78,078 ",3.10%
New York City,Job Title,2018-10,Operations Analyst,Median Base Pay,"$75,726 ",6.50%
New York City,Job Title,2018-10,Medical Assistant,Median Base Pay,"$38,324 ",3.50%
New York City,Job Title,2018-10,Tax Manager,Median Base Pay,"$119,225 ",1.80%
New York City,Job Title,2018-10,Technical Editor,Median Base Pay,"$63,354 ",3.40%
New York City,Job Title,2018-10,Truck Driver,Median Base Pay,"$57,902 ",5.20%
New York City,Job Title,2018-10,Insurance Agent,Median Base Pay,"$40,762 ",-3.90%
New York City,Job Title,2018-10,Medical Technologist,Median Base Pay,"$63,557 ",2.40%
New York City,Job Title,2018-10,Field Engineer,Median Base Pay,"$75,150 ",2.00%
New York City,Job Title,2018-10,Machine Operator,Median Base Pay,"$40,198 ",2.50%
New York City,Job Title,2018-10,Communications Manager,Median Base Pay,"$87,312 ",2.80%
New York City,Job Title,2018-10,Construction Laborer,Median Base Pay,"$48,255 ",3.30%
New York City,Job Title,2018-10,Emergency Medical Technician,Median Base Pay,"$40,243 ",5.70%
New York City,Job Title,2018-10,Web Designer,Median Base Pay,"$69,384 ",3.20%
New York City,Job Title,2018-10,Maintenance Worker,Median Base Pay,"$41,126 ",7.00%
New York City,Job Title,2018-10,Barista,Median Base Pay,"$28,205 ",5.60%
New York City,Job Title,2018-10,Bartender,Median Base Pay,"$39,377 ",8.10%
New York City,Job Title,2018-10,Civil Engineer,Median Base Pay,"$79,407 ",4.80%
New York City,Job Title,2018-10,Claims Adjuster,Median Base Pay,"$58,049 ",2.40%
New York City,Job Title,2018-10,Certified Nursing Assistant,Median Base Pay,"$37,597 ",5.00%
New York City,Job Title,2018-10,Customer Service Representative,Median Base Pay,"$44,124 ",4.40%
New York City,Job Title,2018-10,Delivery Driver,Median Base Pay,"$41,097 ",3.30%
New York City,Job Title,2018-10,Financial Advisor,Median Base Pay,"$60,480 ",6.50%
New York City,Job Title,2018-10,Licensed Practical Nurse,Median Base Pay,"$54,427 ",3.60%
New York City,Job Title,2018-10,Loan Officer,Median Base Pay,"$47,618 ",2.80%
New York City,Job Title,2018-10,Maintenance Technician,Median Base Pay,"$47,787 ",3.60%
New York City,Job Title,2018-10,Material Handler,Median Base Pay,"$40,620 ",5.40%
New York City,Job Title,2018-10,IT Manager,Median Base Pay,"$106,337 ",3.90%
New York City,Job Title,2018-10,Office Manager,Median Base Pay,"$58,263 ",4.00%
New York City,Job Title,2018-10,Pharmacist,Median Base Pay,"$121,082 ",1.60%
New York City,Job Title,2018-10,Process Engineer,Median Base Pay,"$84,585 ",3.20%
New York City,Job Title,2018-10,Program Manager,Median Base Pay,"$89,550 ",1.40%
New York City,Job Title,2018-10,Research Assistant,Median Base Pay,"$36,251 ",2.20%
New York City,Job Title,2018-10,Restaurant Manager,Median Base Pay,"$58,459 ",1.60%
New York City,Job Title,2018-10,Security Officer,Median Base Pay,"$39,705 ",4.40%
New York City,Job Title,2018-10,Server,Median Base Pay,"$34,671 ",2.70%
New York City,Job Title,2018-10,Solutions Architect,Median Base Pay,"$121,148 ",4.40%
New York City,Job Title,2018-10,Systems Engineer,Median Base Pay,"$87,681 ",2.30%
New York City,Job Title,2018-10,Technical Support,Median Base Pay,"$57,328 ",4.00%
New York City,Job Title,2018-10,UX Designer,Median Base Pay,"$93,576 ",3.30%
Los Angeles,Job Title,2018-10,Software Engineer,Median Base Pay,"$99,730 ",3.30%
Los Angeles,Job Title,2018-10,Programmer Analyst,Median Base Pay,"$81,288 ",5.00%
Los Angeles,Job Title,2018-10,Consultant,Median Base Pay,"$88,329 ",0.40%
Los Angeles,Job Title,2018-10,Project Manager,Median Base Pay,"$81,706 ",-3.90%
Los Angeles,Job Title,2018-10,Store Manager,Median Base Pay,"$62,088 ",2.70%
Los Angeles,Job Title,2018-10,Business Analyst,Median Base Pay,"$76,367 ",1.70%
Los Angeles,Job Title,2018-10,Cashier,Median Base Pay,"$31,609 ",5.60%
Los Angeles,Job Title,2018-10,Financial Analyst,Median Base Pay,"$72,037 ",2.60%
Los Angeles,Job Title,2018-10,Administrative Assistant,Median Base Pay,"$49,781 ",3.50%
Los Angeles,Job Title,2018-10,Accountant,Median Base Pay,"$62,295 ",2.20%
Los Angeles,Job Title,2018-10,Sales Representative,Median Base Pay,"$56,195 ",3.40%
Los Angeles,Job Title,2018-10,Professor,Median Base Pay,"$113,965 ",1.90%
Los Angeles,Job Title,2018-10,Registered Nurse,Median Base Pay,"$89,780 ",2.20%
Los Angeles,Job Title,2018-10,Marketing Manager,Median Base Pay,"$85,311 ",2.00%
Los Angeles,Job Title,2018-10,Operations Manager,Median Base Pay,"$78,066 ",0.80%
Los Angeles,Job Title,2018-10,Product Manager,Median Base Pay,"$108,075 ",3.40%
Los Angeles,Job Title,2018-10,Sales Manager,Median Base Pay,"$75,256 ",2.70%
Los Angeles,Job Title,2018-10,Teacher,Median Base Pay,"$62,611 ",2.50%
Los Angeles,Job Title,2018-10,Bank Teller,Median Base Pay,"$33,731 ",8.40%
Los Angeles,Job Title,2018-10,Customer Service Manager,Median Base Pay,"$63,485 ",3.20%
Los Angeles,Job Title,2018-10,Physical Therapist,Median Base Pay,"$91,718 ",-0.10%
Los Angeles,Job Title,2018-10,Mechanical Engineer,Median Base Pay,"$83,814 ",2.70%
Los Angeles,Job Title,2018-10,Recruiter,Median Base Pay,"$62,100 ",2.10%
Los Angeles,Job Title,2018-10,Design Engineer,Median Base Pay,"$86,414 ",2.50%
Los Angeles,Job Title,2018-10,Pharmacy Technician,Median Base Pay,"$37,986 ",5.70%
Los Angeles,Job Title,2018-10,Graphic Designer,Median Base Pay,"$58,525 ",2.80%
Los Angeles,Job Title,2018-10,Web Developer,Median Base Pay,"$79,739 ",2.10%
Los Angeles,Job Title,2018-10,Business Development Manager,Median Base Pay,"$83,849 ",2.90%
Los Angeles,Job Title,2018-10,Data Scientist,Median Base Pay,"$116,997 ",0.60%
Los Angeles,Job Title,2018-10,Buyer,Median Base Pay,"$65,284 ",3.50%
Los Angeles,Job Title,2018-10,Data Analyst,Median Base Pay,"$72,277 ",1.90%
Los Angeles,Job Title,2018-10,Electrical Engineer,Median Base Pay,"$88,199 ",1.70%
Los Angeles,Job Title,2018-10,Attorney,Median Base Pay,"$131,433 ",5.00%
Los Angeles,Job Title,2018-10,Human Resources Manager,Median Base Pay,"$87,968 ",3.40%
Los Angeles,Job Title,2018-10,Technician,Median Base Pay,"$52,577 ",3.10%
Los Angeles,Job Title,2018-10,Restaurant Cook,Median Base Pay,"$34,075 ",5.40%
Los Angeles,Job Title,2018-10,Production Manager,Median Base Pay,"$79,878 ",2.60%
Los Angeles,Job Title,2018-10,Manufacturing Engineer,Median Base Pay,"$81,427 ",2.00%
Los Angeles,Job Title,2018-10,Retail Key Holder,Median Base Pay,"$34,435 ",2.30%
Los Angeles,Job Title,2018-10,Paralegal,Median Base Pay,"$62,820 ",2.20%
Los Angeles,Job Title,2018-10,Java Developer,Median Base Pay,"$89,694 ",3.50%
