Metro,Type,Month,Dimension,Measure,Value,YoY
Boston,Quick Facts,2018-09,Metro Median Pay,Metro Median Pay,"$60,038 ",2.00%
Boston,Quick Facts,2018-09,U.S. Median Pay,U.S. Median Pay,"$52,664 ",2.60%
Boston,Quick Facts,2018-09,Job Openings,Job Openings,"217,294",60.90%
Washington DC,Quick Facts,2018-09,Metro Median Pay,Metro Median Pay,"$60,535 ",1.90%
Washington DC,Quick Facts,2018-09,U.S. Median Pay,U.S. Median Pay,"$52,664 ",2.60%
Washington DC,Quick Facts,2018-09,Job Openings,Job Openings,"233,467",37.90%
National,Job Title,2018-09,Software Engineer,Median Base Pay,"$87,790 ",3.30%
National,Job Title,2018-09,Programmer Analyst,Median Base Pay,"$69,585 ",5.50%
National,Job Title,2018-09,Consultant,Median Base Pay,"$73,421 ",1.10%
National,Job Title,2018-09,Project Manager,Median Base Pay,"$70,412 ",-3.70%
National,Job Title,2018-09,Store Manager,Median Base Pay,"$49,683 ",2.00%
National,Job Title,2018-09,Business Analyst,Median Base Pay,"$65,456 ",1.70%
National,Job Title,2018-09,Cashier,Median Base Pay,"$28,146 ",5.10%
National,Job Title,2018-09,Financial Analyst,Median Base Pay,"$63,863 ",2.50%
National,Job Title,2018-09,Administrative Assistant,Median Base Pay,"$41,229 ",3.30%
National,Job Title,2018-09,Accountant,Median Base Pay,"$57,160 ",2.80%
National,Job Title,2018-09,Sales Representative,Median Base Pay,"$49,037 ",2.80%
National,Job Title,2018-09,Professor,Median Base Pay,"$85,966 ",-0.60%
National,Job Title,2018-09,Registered Nurse,Median Base Pay,"$66,495 ",1.90%
National,Job Title,2018-09,Marketing Manager,Median Base Pay,"$67,489 ",0.90%
National,Job Title,2018-09,Operations Manager,Median Base Pay,"$68,258 ",0.40%
National,Job Title,2018-09,Product Manager,Median Base Pay,"$93,748 ",3.60%
National,Job Title,2018-09,Sales Manager,Median Base Pay,"$61,835 ",2.30%
National,Job Title,2018-09,Teacher,Median Base Pay,"$47,191 ",2.60%
National,Job Title,2018-09,Bank Teller,Median Base Pay,"$30,872 ",7.50%
National,Job Title,2018-09,Customer Service Manager,Median Base Pay,"$55,599 ",3.50%
National,Job Title,2018-09,Physical Therapist,Median Base Pay,"$73,649 ",-1.80%
National,Job Title,2018-09,Mechanical Engineer,Median Base Pay,"$75,410 ",1.50%
National,Job Title,2018-09,Recruiter,Median Base Pay,"$51,243 ",0.00%
National,Job Title,2018-09,Design Engineer,Median Base Pay,"$72,935 ",3.30%
National,Job Title,2018-09,Pharmacy Technician,Median Base Pay,"$32,524 ",6.80%
National,Job Title,2018-09,Graphic Designer,Median Base Pay,"$45,891 ",3.00%
National,Job Title,2018-09,Web Developer,Median Base Pay,"$66,046 ",2.50%
National,Job Title,2018-09,Business Development Manager,Median Base Pay,"$72,003 ",3.20%
National,Job Title,2018-09,Data Scientist,Median Base Pay,"$97,194 ",1.20%
National,Job Title,2018-09,Buyer,Median Base Pay,"$58,904 ",2.90%
National,Job Title,2018-09,Data Analyst,Median Base Pay,"$59,928 ",1.50%
National,Job Title,2018-09,Electrical Engineer,Median Base Pay,"$78,768 ",2.00%
National,Job Title,2018-09,Attorney,Median Base Pay,"$98,916 ",5.00%
National,Job Title,2018-09,Human Resources Manager,Median Base Pay,"$70,870 ",3.90%
National,Job Title,2018-09,Technician,Median Base Pay,"$46,329 ",2.30%
National,Job Title,2018-09,Restaurant Cook,Median Base Pay,"$29,404 ",5.80%
National,Job Title,2018-09,Production Manager,Median Base Pay,"$67,722 ",4.00%
National,Job Title,2018-09,Manufacturing Engineer,Median Base Pay,"$73,820 ",2.40%
National,Job Title,2018-09,Retail Key Holder,Median Base Pay,"$29,902 ",2.90%
National,Job Title,2018-09,Paralegal,Median Base Pay,"$48,845 ",1.80%
National,Job Title,2018-09,Java Developer,Median Base Pay,"$76,505 ",2.40%
National,Job Title,2018-09,Warehouse Associate,Median Base Pay,"$40,325 ",-2.70%
National,Job Title,2018-09,Property Manager,Median Base Pay,"$53,276 ",6.10%
National,Job Title,2018-09,Producer,Median Base Pay,"$50,450 ",-1.80%
National,Job Title,2018-09,Quality Engineer,Median Base Pay,"$73,672 ",2.20%
National,Job Title,2018-09,Operations Analyst,Median Base Pay,"$55,803 ",2.90%
National,Job Title,2018-09,Medical Assistant,Median Base Pay,"$33,273 ",2.80%
National,Job Title,2018-09,Tax Manager,Median Base Pay,"$91,276 ",0.10%
National,Job Title,2018-09,Technical Editor,Median Base Pay,"$53,032 ",2.60%
National,Job Title,2018-09,Truck Driver,Median Base Pay,"$54,679 ",3.70%
National,Job Title,2018-09,Insurance Agent,Median Base Pay,"$39,008 ",-7.20%
National,Job Title,2018-09,Medical Technologist,Median Base Pay,"$54,646 ",2.00%
National,Job Title,2018-09,Field Engineer,Median Base Pay,"$69,249 ",-0.10%
National,Job Title,2018-09,Machine Operator,Median Base Pay,"$39,689 ",2.00%
National,Job Title,2018-09,Communications Manager,Median Base Pay,"$69,947 ",1.90%
National,Job Title,2018-09,Construction Laborer,Median Base Pay,"$41,023 ",1.50%
National,Job Title,2018-09,Emergency Medical Technician,Median Base Pay,"$35,842 ",5.70%
National,Job Title,2018-09,Web Designer,Median Base Pay,"$54,449 ",2.80%
National,Job Title,2018-09,Maintenance Worker,Median Base Pay,"$42,079 ",8.20%
National,Job Title,2018-09,Barista,Median Base Pay,"$25,095 ",5.40%
National,Job Title,2018-09,Bartender,Median Base Pay,"$34,514 ",6.60%
National,Job Title,2018-09,Civil Engineer,Median Base Pay,"$68,113 ",3.60%
National,Job Title,2018-09,Claims Adjuster,Median Base Pay,"$53,401 ",1.20%
National,Job Title,2018-09,Certified Nursing Assistant,Median Base Pay,"$29,314 ",4.10%
National,Job Title,2018-09,Customer Service Representative,Median Base Pay,"$37,543 ",3.30%
National,Job Title,2018-09,Delivery Driver,Median Base Pay,"$39,683 ",3.20%
National,Job Title,2018-09,Financial Advisor,Median Base Pay,"$55,242 ",7.50%
National,Job Title,2018-09,Licensed Practical Nurse,Median Base Pay,"$43,218 ",2.40%
National,Job Title,2018-09,Loan Officer,Median Base Pay,"$47,479 ",6.10%
National,Job Title,2018-09,Maintenance Technician,Median Base Pay,"$43,898 ",0.20%
National,Job Title,2018-09,Material Handler,Median Base Pay,"$36,766 ",3.60%
National,Job Title,2018-09,IT Manager,Median Base Pay,"$83,993 ",4.50%
National,Job Title,2018-09,Office Manager,Median Base Pay,"$47,003 ",3.40%
National,Job Title,2018-09,Pharmacist,Median Base Pay,"$125,347 ",1.60%
National,Job Title,2018-09,Process Engineer,Median Base Pay,"$79,949 ",3.30%
National,Job Title,2018-09,Program Manager,Median Base Pay,"$74,066 ",-0.50%
National,Job Title,2018-09,Research Assistant,Median Base Pay,"$30,156 ",0.70%
National,Job Title,2018-09,Restaurant Manager,Median Base Pay,"$49,894 ",0.00%
National,Job Title,2018-09,Security Officer,Median Base Pay,"$35,136 ",3.30%
National,Job Title,2018-09,Server,Median Base Pay,"$33,617 ",2.60%
National,Job Title,2018-09,Solutions Architect,Median Base Pay,"$102,216 ",0.60%
National,Job Title,2018-09,Systems Engineer,Median Base Pay,"$78,944 ",1.30%
National,Job Title,2018-09,Technical Support,Median Base Pay,"$45,835 ",2.70%
National,Job Title,2018-09,UX Designer,Median Base Pay,"$77,998 ",3.60%
Atlanta,Job Title,2018-09,Software Engineer,Median Base Pay,"$85,794 ",3.00%
Atlanta,Job Title,2018-09,Programmer Analyst,Median Base Pay,"$74,017 ",5.20%
Atlanta,Job Title,2018-09,Consultant,Median Base Pay,"$83,212 ",0.80%
Atlanta,Job Title,2018-09,Project Manager,Median Base Pay,"$75,481 ",-3.90%
Atlanta,Job Title,2018-09,Store Manager,Median Base Pay,"$51,830 ",1.70%
Atlanta,Job Title,2018-09,Business Analyst,Median Base Pay,"$72,683 ",1.40%
Atlanta,Job Title,2018-09,Cashier,Median Base Pay,"$26,727 ",4.80%
Atlanta,Job Title,2018-09,Financial Analyst,Median Base Pay,"$65,705 ",2.20%
Atlanta,Job Title,2018-09,Administrative Assistant,Median Base Pay,"$43,032 ",3.00%
Atlanta,Job Title,2018-09,Accountant,Median Base Pay,"$58,356 ",2.50%
Atlanta,Job Title,2018-09,Sales Representative,Median Base Pay,"$51,561 ",2.50%
Atlanta,Job Title,2018-09,Professor,Median Base Pay,"$87,816 ",-0.90%
Atlanta,Job Title,2018-09,Registered Nurse,Median Base Pay,"$65,308 ",1.60%
Atlanta,Job Title,2018-09,Marketing Manager,Median Base Pay,"$75,413 ",0.60%
Atlanta,Job Title,2018-09,Operations Manager,Median Base Pay,"$72,062 ",0.10%
Atlanta,Job Title,2018-09,Product Manager,Median Base Pay,"$100,813 ",3.40%
Atlanta,Job Title,2018-09,Sales Manager,Median Base Pay,"$67,127 ",2.10%
Atlanta,Job Title,2018-09,Teacher,Median Base Pay,"$49,043 ",2.30%
Atlanta,Job Title,2018-09,Bank Teller,Median Base Pay,"$32,033 ",7.20%
Atlanta,Job Title,2018-09,Customer Service Manager,Median Base Pay,"$56,432 ",3.20%
Atlanta,Job Title,2018-09,Physical Therapist,Median Base Pay,"$74,920 ",-2.10%
Atlanta,Job Title,2018-09,Mechanical Engineer,Median Base Pay,"$74,445 ",1.20%
Atlanta,Job Title,2018-09,Recruiter,Median Base Pay,"$52,877 ",-0.30%
Atlanta,Job Title,2018-09,Design Engineer,Median Base Pay,"$73,547 ",3.00%
Atlanta,Job Title,2018-09,Pharmacy Technician,Median Base Pay,"$30,794 ",6.50%
Atlanta,Job Title,2018-09,Graphic Designer,Median Base Pay,"$51,801 ",2.70%
Atlanta,Job Title,2018-09,Web Developer,Median Base Pay,"$75,906 ",2.30%
Atlanta,Job Title,2018-09,Business Development Manager,Median Base Pay,"$76,657 ",2.90%
Atlanta,Job Title,2018-09,Data Scientist,Median Base Pay,"$99,035 ",0.90%
Atlanta,Job Title,2018-09,Buyer,Median Base Pay,"$60,124 ",2.60%
Atlanta,Job Title,2018-09,Data Analyst,Median Base Pay,"$64,530 ",1.20%
Atlanta,Job Title,2018-09,Electrical Engineer,Median Base Pay,"$77,442 ",1.70%
Atlanta,Job Title,2018-09,Attorney,Median Base Pay,"$105,208 ",4.70%
Atlanta,Job Title,2018-09,Human Resources Manager,Median Base Pay,"$77,522 ",3.60%
Atlanta,Job Title,2018-09,Technician,Median Base Pay,"$45,521 ",2.00%
Atlanta,Job Title,2018-09,Restaurant Cook,Median Base Pay,"$27,808 ",5.50%
Atlanta,Job Title,2018-09,Production Manager,Median Base Pay,"$68,778 ",3.70%
Atlanta,Job Title,2018-09,Manufacturing Engineer,Median Base Pay,"$74,061 ",2.10%
Atlanta,Job Title,2018-09,Retail Key Holder,Median Base Pay,"$29,927 ",2.70%
Atlanta,Job Title,2018-09,Paralegal,Median Base Pay,"$54,606 ",1.50%
Atlanta,Job Title,2018-09,Java Developer,Median Base Pay,"$80,226 ",2.20%
Atlanta,Job Title,2018-09,Warehouse Associate,Median Base Pay,"$38,044 ",-3.00%
Atlanta,Job Title,2018-09,Property Manager,Median Base Pay,"$56,523 ",5.80%
Atlanta,Job Title,2018-09,Producer,Median Base Pay,"$59,692 ",-2.00%
Atlanta,Job Title,2018-09,Quality Engineer,Median Base Pay,"$71,620 ",1.90%
Atlanta,Job Title,2018-09,Operations Analyst,Median Base Pay,"$57,717 ",2.60%
Atlanta,Job Title,2018-09,Medical Assistant,Median Base Pay,"$34,000 ",2.50%
Atlanta,Job Title,2018-09,Tax Manager,Median Base Pay,"$95,708 ",-0.20%
Atlanta,Job Title,2018-09,Technical Editor,Median Base Pay,"$54,708 ",2.30%
Atlanta,Job Title,2018-09,Truck Driver,Median Base Pay,"$53,886 ",3.40%
Atlanta,Job Title,2018-09,Insurance Agent,Median Base Pay,"$34,585 ",-7.40%
Atlanta,Job Title,2018-09,Medical Technologist,Median Base Pay,"$57,151 ",1.70%
Atlanta,Job Title,2018-09,Field Engineer,Median Base Pay,"$66,509 ",-0.40%
Atlanta,Job Title,2018-09,Machine Operator,Median Base Pay,"$37,768 ",1.70%
Atlanta,Job Title,2018-09,Communications Manager,Median Base Pay,"$76,040 ",1.60%
Atlanta,Job Title,2018-09,Construction Laborer,Median Base Pay,"$37,244 ",1.20%
Atlanta,Job Title,2018-09,Emergency Medical Technician,Median Base Pay,"$38,157 ",5.40%
Atlanta,Job Title,2018-09,Web Designer,Median Base Pay,"$63,050 ",2.50%
Atlanta,Job Title,2018-09,Maintenance Worker,Median Base Pay,"$40,371 ",7.90%
Atlanta,Job Title,2018-09,Barista,Median Base Pay,"$23,114 ",5.10%
Atlanta,Job Title,2018-09,Bartender,Median Base Pay,"$35,296 ",6.30%
Atlanta,Job Title,2018-09,Civil Engineer,Median Base Pay,"$68,363 ",3.30%
Atlanta,Job Title,2018-09,Claims Adjuster,Median Base Pay,"$49,594 ",0.90%
Atlanta,Job Title,2018-09,Certified Nursing Assistant,Median Base Pay,"$27,034 ",3.80%
Atlanta,Job Title,2018-09,Customer Service Representative,Median Base Pay,"$38,327 ",3.00%
Atlanta,Job Title,2018-09,Delivery Driver,Median Base Pay,"$38,303 ",2.90%
Atlanta,Job Title,2018-09,Financial Advisor,Median Base Pay,"$53,425 ",7.20%
Atlanta,Job Title,2018-09,Licensed Practical Nurse,Median Base Pay,"$43,959 ",2.10%
Atlanta,Job Title,2018-09,Loan Officer,Median Base Pay,"$45,607 ",5.80%
Atlanta,Job Title,2018-09,Maintenance Technician,Median Base Pay,"$46,475 ",-0.10%
Atlanta,Job Title,2018-09,Material Handler,Median Base Pay,"$34,763 ",3.30%
Atlanta,Job Title,2018-09,IT Manager,Median Base Pay,"$99,382 ",4.20%
Atlanta,Job Title,2018-09,Office Manager,Median Base Pay,"$48,489 ",3.10%
Atlanta,Job Title,2018-09,Pharmacist,Median Base Pay,"$116,340 ",1.30%
Atlanta,Job Title,2018-09,Process Engineer,Median Base Pay,"$79,197 ",3.00%
Atlanta,Job Title,2018-09,Program Manager,Median Base Pay,"$80,773 ",-0.80%
Atlanta,Job Title,2018-09,Research Assistant,Median Base Pay,"$30,213 ",0.40%
Atlanta,Job Title,2018-09,Restaurant Manager,Median Base Pay,"$51,693 ",-0.30%
Atlanta,Job Title,2018-09,Security Officer,Median Base Pay,"$32,790 ",3.00%
Atlanta,Job Title,2018-09,Server,Median Base Pay,"$33,095 ",2.30%
Atlanta,Job Title,2018-09,Solutions Architect,Median Base Pay,"$112,051 ",0.30%
Atlanta,Job Title,2018-09,Systems Engineer,Median Base Pay,"$79,400 ",1.00%
Atlanta,Job Title,2018-09,Technical Support,Median Base Pay,"$44,936 ",2.40%
Atlanta,Job Title,2018-09,UX Designer,Median Base Pay,"$85,351 ",3.30%
New York City,Job Title,2018-09,Software Engineer,Median Base Pay,"$105,715 ",3.70%
New York City,Job Title,2018-09,Programmer Analyst,Median Base Pay,"$83,404 ",5.90%
New York City,Job Title,2018-09,Consultant,Median Base Pay,"$89,822 ",1.50%
New York City,Job Title,2018-09,Project Manager,Median Base Pay,"$83,423 ",-3.30%
New York City,Job Title,2018-09,Store Manager,Median Base Pay,"$60,343 ",2.40%
New York City,Job Title,2018-09,Business Analyst,Median Base Pay,"$81,158 ",2.10%
New York City,Job Title,2018-09,Cashier,Median Base Pay,"$29,892 ",5.50%
New York City,Job Title,2018-09,Financial Analyst,Median Base Pay,"$77,419 ",2.90%
New York City,Job Title,2018-09,Administrative Assistant,Median Base Pay,"$51,493 ",3.70%
New York City,Job Title,2018-09,Accountant,Median Base Pay,"$64,838 ",3.20%
New York City,Job Title,2018-09,Sales Representative,Median Base Pay,"$57,290 ",3.20%
New York City,Job Title,2018-09,Professor,Median Base Pay,"$111,216 ",-0.20%
New York City,Job Title,2018-09,Registered Nurse,Median Base Pay,"$87,003 ",2.30%
New York City,Job Title,2018-09,Marketing Manager,Median Base Pay,"$84,189 ",1.30%
New York City,Job Title,2018-09,Operations Manager,Median Base Pay,"$79,645 ",0.80%
New York City,Job Title,2018-09,Product Manager,Median Base Pay,"$111,343 ",4.10%
New York City,Job Title,2018-09,Sales Manager,Median Base Pay,"$77,408 ",2.80%
New York City,Job Title,2018-09,Teacher,Median Base Pay,"$65,761 ",3.00%
New York City,Job Title,2018-09,Bank Teller,Median Base Pay,"$34,703 ",8.00%
New York City,Job Title,2018-09,Customer Service Manager,Median Base Pay,"$62,919 ",3.90%
New York City,Job Title,2018-09,Physical Therapist,Median Base Pay,"$76,353 ",-1.40%
New York City,Job Title,2018-09,Mechanical Engineer,Median Base Pay,"$77,031 ",1.90%
New York City,Job Title,2018-09,Recruiter,Median Base Pay,"$62,323 ",0.40%
New York City,Job Title,2018-09,Design Engineer,Median Base Pay,"$80,316 ",3.70%
New York City,Job Title,2018-09,Pharmacy Technician,Median Base Pay,"$32,512 ",7.20%
New York City,Job Title,2018-09,Graphic Designer,Median Base Pay,"$59,308 ",3.40%
New York City,Job Title,2018-09,Web Developer,Median Base Pay,"$84,808 ",3.00%
New York City,Job Title,2018-09,Business Development Manager,Median Base Pay,"$85,685 ",3.60%
New York City,Job Title,2018-09,Data Scientist,Median Base Pay,"$114,300 ",1.60%
New York City,Job Title,2018-09,Buyer,Median Base Pay,"$72,768 ",3.30%
New York City,Job Title,2018-09,Data Analyst,Median Base Pay,"$71,324 ",1.90%
New York City,Job Title,2018-09,Electrical Engineer,Median Base Pay,"$80,956 ",2.40%
New York City,Job Title,2018-09,Attorney,Median Base Pay,"$128,751 ",5.40%
New York City,Job Title,2018-09,Human Resources Manager,Median Base Pay,"$90,076 ",4.30%
New York City,Job Title,2018-09,Technician,Median Base Pay,"$53,190 ",2.70%
New York City,Job Title,2018-09,Restaurant Cook,Median Base Pay,"$33,206 ",6.30%
New York City,Job Title,2018-09,Production Manager,Median Base Pay,"$79,164 ",4.40%
New York City,Job Title,2018-09,Manufacturing Engineer,Median Base Pay,"$75,566 ",2.80%
New York City,Job Title,2018-09,Retail Key Holder,Median Base Pay,"$35,315 ",3.40%
New York City,Job Title,2018-09,Paralegal,Median Base Pay,"$57,913 ",2.20%
New York City,Job Title,2018-09,Java Developer,Median Base Pay,"$88,588 ",2.90%
New York City,Job Title,2018-09,Warehouse Associate,Median Base Pay,"$39,415 ",-2.30%
New York City,Job Title,2018-09,Property Manager,Median Base Pay,"$69,580 ",6.60%
New York City,Job Title,2018-09,Producer,Median Base Pay,"$74,850 ",-1.40%
New York City,Job Title,2018-09,Quality Engineer,Median Base Pay,"$77,702 ",2.60%
New York City,Job Title,2018-09,Operations Analyst,Median Base Pay,"$73,463 ",3.30%
New York City,Job Title,2018-09,Medical Assistant,Median Base Pay,"$38,108 ",3.20%
New York City,Job Title,2018-09,Tax Manager,Median Base Pay,"$117,170 ",0.50%
New York City,Job Title,2018-09,Technical Editor,Median Base Pay,"$63,199 ",3.00%
New York City,Job Title,2018-09,Truck Driver,Median Base Pay,"$57,819 ",4.10%
New York City,Job Title,2018-09,Insurance Agent,Median Base Pay,"$39,838 ",-6.80%
New York City,Job Title,2018-09,Medical Technologist,Median Base Pay,"$63,497 ",2.40%
New York City,Job Title,2018-09,Field Engineer,Median Base Pay,"$73,778 ",0.30%
New York City,Job Title,2018-09,Machine Operator,Median Base Pay,"$40,836 ",2.40%
New York City,Job Title,2018-09,Communications Manager,Median Base Pay,"$86,702 ",2.30%
New York City,Job Title,2018-09,Construction Laborer,Median Base Pay,"$48,048 ",1.90%
New York City,Job Title,2018-09,Emergency Medical Technician,Median Base Pay,"$40,355 ",6.10%
New York City,Job Title,2018-09,Web Designer,Median Base Pay,"$69,615 ",3.20%
New York City,Job Title,2018-09,Maintenance Worker,Median Base Pay,"$42,007 ",8.70%
New York City,Job Title,2018-09,Barista,Median Base Pay,"$28,254 ",5.90%
New York City,Job Title,2018-09,Bartender,Median Base Pay,"$39,325 ",7.10%
New York City,Job Title,2018-09,Civil Engineer,Median Base Pay,"$78,668 ",4.10%
New York City,Job Title,2018-09,Claims Adjuster,Median Base Pay,"$57,940 ",1.60%
New York City,Job Title,2018-09,Certified Nursing Assistant,Median Base Pay,"$37,469 ",4.60%
New York City,Job Title,2018-09,Customer Service Representative,Median Base Pay,"$44,077 ",3.70%
New York City,Job Title,2018-09,Delivery Driver,Median Base Pay,"$41,201 ",3.70%
New York City,Job Title,2018-09,Financial Advisor,Median Base Pay,"$61,223 ",7.90%
New York City,Job Title,2018-09,Licensed Practical Nurse,Median Base Pay,"$54,093 ",2.80%
New York City,Job Title,2018-09,Loan Officer,Median Base Pay,"$48,876 ",6.60%
New York City,Job Title,2018-09,Maintenance Technician,Median Base Pay,"$46,453 ",0.60%
New York City,Job Title,2018-09,Material Handler,Median Base Pay,"$39,971 ",4.10%
New York City,Job Title,2018-09,IT Manager,Median Base Pay,"$107,871 ",5.00%
New York City,Job Title,2018-09,Office Manager,Median Base Pay,"$58,199 ",3.90%
New York City,Job Title,2018-09,Pharmacist,Median Base Pay,"$121,236 ",2.00%
New York City,Job Title,2018-09,Process Engineer,Median Base Pay,"$85,078 ",3.70%
New York City,Job Title,2018-09,Program Manager,Median Base Pay,"$89,144 ",-0.10%
New York City,Job Title,2018-09,Research Assistant,Median Base Pay,"$35,969 ",1.10%
New York City,Job Title,2018-09,Restaurant Manager,Median Base Pay,"$57,938 ",0.40%
New York City,Job Title,2018-09,Security Officer,Median Base Pay,"$39,397 ",3.70%
New York City,Job Title,2018-09,Server,Median Base Pay,"$35,081 ",3.00%
New York City,Job Title,2018-09,Solutions Architect,Median Base Pay,"$117,039 ",1.00%
New York City,Job Title,2018-09,Systems Engineer,Median Base Pay,"$87,443 ",1.70%
New York City,Job Title,2018-09,Technical Support,Median Base Pay,"$56,515 ",3.10%
New York City,Job Title,2018-09,UX Designer,Median Base Pay,"$95,039 ",4.00%
Los Angeles,Job Title,2018-09,Software Engineer,Median Base Pay,"$100,251 ",3.60%
Los Angeles,Job Title,2018-09,Programmer Analyst,Median Base Pay,"$81,178 ",5.80%
Los Angeles,Job Title,2018-09,Consultant,Median Base Pay,"$89,410 ",1.40%
Los Angeles,Job Title,2018-09,Project Manager,Median Base Pay,"$81,944 ",-3.40%
Los Angeles,Job Title,2018-09,Store Manager,Median Base Pay,"$61,895 ",2.30%
Los Angeles,Job Title,2018-09,Business Analyst,Median Base Pay,"$76,389 ",2.00%
Los Angeles,Job Title,2018-09,Cashier,Median Base Pay,"$31,583 ",5.40%
Los Angeles,Job Title,2018-09,Financial Analyst,Median Base Pay,"$72,090 ",2.80%
Los Angeles,Job Title,2018-09,Administrative Assistant,Median Base Pay,"$49,862 ",3.60%
Los Angeles,Job Title,2018-09,Accountant,Median Base Pay,"$62,775 ",3.10%
Los Angeles,Job Title,2018-09,Sales Representative,Median Base Pay,"$56,162 ",3.10%
Los Angeles,Job Title,2018-09,Professor,Median Base Pay,"$111,492 ",-0.30%
Los Angeles,Job Title,2018-09,Registered Nurse,Median Base Pay,"$89,779 ",2.20%
Los Angeles,Job Title,2018-09,Marketing Manager,Median Base Pay,"$84,290 ",1.20%
Los Angeles,Job Title,2018-09,Operations Manager,Median Base Pay,"$78,064 ",0.70%
Los Angeles,Job Title,2018-09,Product Manager,Median Base Pay,"$108,194 ",4.00%
Los Angeles,Job Title,2018-09,Sales Manager,Median Base Pay,"$75,095 ",2.70%
Los Angeles,Job Title,2018-09,Teacher,Median Base Pay,"$62,771 ",2.90%
Los Angeles,Job Title,2018-09,Bank Teller,Median Base Pay,"$33,452 ",7.90%
Los Angeles,Job Title,2018-09,Customer Service Manager,Median Base Pay,"$64,013 ",3.80%
Los Angeles,Job Title,2018-09,Physical Therapist,Median Base Pay,"$90,388 ",-1.50%
Los Angeles,Job Title,2018-09,Mechanical Engineer,Median Base Pay,"$83,399 ",1.80%
Los Angeles,Job Title,2018-09,Recruiter,Median Base Pay,"$61,425 ",0.30%
Los Angeles,Job Title,2018-09,Design Engineer,Median Base Pay,"$86,462 ",3.60%
Los Angeles,Job Title,2018-09,Pharmacy Technician,Median Base Pay,"$38,401 ",7.10%
Los Angeles,Job Title,2018-09,Graphic Designer,Median Base Pay,"$58,615 ",3.30%
Los Angeles,Job Title,2018-09,Web Developer,Median Base Pay,"$80,349 ",2.90%
Los Angeles,Job Title,2018-09,Business Development Manager,Median Base Pay,"$84,113 ",3.50%
Los Angeles,Job Title,2018-09,Data Scientist,Median Base Pay,"$118,089 ",1.50%
Los Angeles,Job Title,2018-09,Buyer,Median Base Pay,"$65,088 ",3.20%
Los Angeles,Job Title,2018-09,Data Analyst,Median Base Pay,"$71,759 ",1.80%
Los Angeles,Job Title,2018-09,Electrical Engineer,Median Base Pay,"$88,654 ",2.30%
Los Angeles,Job Title,2018-09,Attorney,Median Base Pay,"$131,368 ",5.30%
Los Angeles,Job Title,2018-09,Human Resources Manager,Median Base Pay,"$87,988 ",4.20%
Los Angeles,Job Title,2018-09,Technician,Median Base Pay,"$52,707 ",2.60%
Los Angeles,Job Title,2018-09,Restaurant Cook,Median Base Pay,"$33,966 ",6.20%
Los Angeles,Job Title,2018-09,Production Manager,Median Base Pay,"$80,823 ",4.30%
Los Angeles,Job Title,2018-09,Manufacturing Engineer,Median Base Pay,"$81,875 ",2.70%
Los Angeles,Job Title,2018-09,Retail Key Holder,Median Base Pay,"$34,678 ",3.30%
Los Angeles,Job Title,2018-09,Paralegal,Median Base Pay,"$62,267 ",2.10%
